"Brand","Pricing","Photo","Model","Engine","Power","Torque_lb_ft","Gearbox","Drivetrain","Seats","Doors","Weight_lbs","Length","Width","Height","Fuel","Consumption_city","Consumption_highway","Body","Equipment","Dynamics","Off-road capabilities","Safety","Sport character","Price","Punkty_miasto","Punkty_trasa","Punkty_rodzinny","Punkty_uniwersalny","Efficiency","Result"
"Mazda",31550,"https://www.ccarprice.com/products/Mazda_3_Hatchback_2_5_Turbo_2022.jpg","3 Hatchback 2.5 Turbo 2022","2.5L Turbo Inline-4 Gas",227,310,"Automatic","all",5,4,3383,175.6,70.7,56.7,"Petrol",23,31,"Hatchback",7.5,6,6.3,5.8,4.6,8.5,6.7,6.8,3.3,7.7,4.3,0
"Mazda",27650,"https://www.ccarprice.com/products/Mazda_CX_30_2_5_S_Preferred_Package_2022.jpg","CX-30 2.5 S Preferred Package 2022","2.5L Inline-4 Gas",186,186,"Automatic","all",5,4,3388,173,70.7,61.7,"Unknown",24,31,"SUV",5.9,3.9,7.5,5.3,3.5,8.7,4.6,4.6,5.7,6.8,4.3,0
"Mazda",24600,"https://www.ccarprice.com/products/Mazda_CX_30_2_5_S_Select_Package_Specs_2022.jpg","CX-30 2.5 S Select Package 2022","2.5L Inline-4 Gas",186,186,"Automatic","all",5,4,3388,173,70.7,61.7,"Petrol",24,31,"SUV",5.9,3.9,7.5,5.3,3.5,8.8,4.6,7.4,5.7,8.1,4.3,0
"Mazda",22200,"https://www.ccarprice.com/products/Mazda_CX-30_2.5_S_2022.jpg","CX-30 2.5 S 2022","2.5-liter Inline-4 Gas",186,186,"Automatic","all",5,4,3388,173,70.7,61.7,"Petrol",24,31,"SUV",5.9,3.9,7.5,4.9,3.9,9,4.6,7.4,5.7,8.1,4.3,0
"Mazda",31900,"https://www.ccarprice.com/products/Mazda_CX_30_2023.jpg","CX-30 2.5 Turbo Premium Plus Package 2022","2.5L Turbo Inline-4 Gas",227,310,"Automatic","all",5,4,3505,173,70.7,61.7,"Petrol",22,30,"SUV",6.6,5.9,7.5,4.9,4,8.5,4.5,7.4,5.7,8.1,4.1,0
"Mazda",45690,"https://www.ccarprice.com/products/Mazda_CX-9_Grand_Touring_2023.jpg","CX-9 Grand Touring 2023","2.5L Turbo Inline-4 Gas",227,310,"Automatic","all",7,4,4409,199.4,77.5,67.6,"Petrol",20,26,"",7.2,5.4,2.6,6.5,2.9,7.8,2.7,6.8,3.7,6,3.7,0
"Mazda",48460,"https://www.ccarprice.com/products/New_Mazda_CX-9_Signature_2022.jpg","CX-9 Signature 2023","2.5L Turbo Inline-4 Gas",227,310,"Automatic","all",6,4,4409,199.4,77.5,67.6,"Petrol",20,26,"SUV",6.6,5.4,5.6,6.1,3.8,7.6,4,8.2,6.5,8.5,3.7,0
"Chrysler",55000,"https://www.ccarprice.com/products/Chrysler_300C_2023.jpg","300C 2023","6.4-Liter V8",485,475,"Automatic","rear",5,4,4380,198.6,75,58.7,"Petrol",16,25,"Sedan",6.9,8.7,4.9,5.7,8.4,7.3,4.7,9.4,5.6,9,3.2,0
"Chrysler",32110,"https://www.ccarprice.com/products/Chrysler_Voyager_2022.jpg","Voyager 2022","3.6-liter V6 Gas",287,262,"Automatic","front",7,5,4330,203.8,79.6,69.9,"Petrol",19,28,"Van",5.3,5.3,4.2,5.8,3.5,8.5,3.1,9,7.8,9,3.7,0
"Chrysler",49990,"https://www.ccarprice.com/products/Chrysler_Pacifica_Limited_2023_1.jpg","Pacifica Plug-in Hybrid Touring L 2023","3.6-liter V6 Plug-in Hybrid",260,NA,"CVT","front",7,5,5010,204.3,79.6,69.9,"Hybrid",NA,NA,"Van",4.4,1.4,4.2,4.5,3.3,7.6,2.1,7.4,7.8,7.9,0,0
"Chrysler",37020,"https://www.ccarprice.com/products/Chrysler_Pacifica_2023.jpg","Pacifica 2023","3.6L V6 Gas",287,262,"Automatic","front",7,4,4521,204.3,79.6,69.9,"Petrol",19,28,"Van",5.3,5.2,4.2,5.8,2,8.2,3.1,9,7.8,9,3.7,0
"Chrysler",53980,"https://www.ccarprice.com/products/Chrysler_Pacifica_Pinnacle_AWD_2023_1.jpg","Pacifica Pinnacle 2023","3.6L V6 Gas",287,262,"Automatic","all",7,5,4883,204.3,79.6,70.7,"Petrol",17,25,"Van",6.2,5.1,5.8,6.1,3.4,7.4,3,8.9,7.8,9,3.3,0
"Chrysler",43630,"https://www.ccarprice.com/products/Chrysler_Pacifica_Touring_L_AWD_2023.jpg","Pacifica Touring L AWD 2023","3.6-liter V6 Gas",287,262,"Automatic","all",7,4,4883,204.3,79.6,70.7,"Petrol",17,25,"Van",5.3,5.1,5.8,5.8,3.4,7.9,3,8.9,7.8,9,3.3,0
"Chrysler",36290,"https://www.ccarprice.com/products/Chrysler_300_Touring_AWD_2023_2.jpg","300 Touring AWD 2023","3.6-liter V6 Gas",292,260,"Automatic","all",5,4,4267,198.6,75,58.5,"Petrol",18,27,"Sedan",6.6,5.4,3.7,5.7,5.7,8.2,4.8,9.6,5.6,9.2,3.6,0
"Chrysler",50650,"https://www.ccarprice.com/products/Chrysler_Pacifica_Limited_AWD_2023.jpg","Pacifica Limited AWD 2023","3.6L V6 Gas",287,262,"Automatic","all",7,4,4330,203.8,79.6,69.9,"Petrol",19,30,"Van",6.6,5.3,5.7,6.9,4.8,7.5,3.1,9.2,7.8,9.2,3.9,0
"Chrysler",58050,"https://www.ccarprice.com/products/Chrysler_Pacifica_Plug_in_Hybrid_Pinnacle_2023.jpg","Pacifica Plug-in Hybrid Pinnacle 2023","3.6L V6 Plug-in Hybrid",260,NA,"CVT","front",7,5,5010,204.3,79.6,69.9,"Hybrid",NA,NA,"Van",4.4,1.4,4.2,4.5,3.3,7.2,2.1,7.4,7.8,7.9,0,0
"Chrysler",49990,"https://www.ccarprice.com/products/Chrysler_Pacifica_Plug-in_Hybrid_Touring_L_2023.jpg","Pacifica Plug-in Hybrid Touring L 2023","3.6-liter V6 Plug-in Hybrid",260,NA,"CVT","front",7,5,5010,204.3,79.6,69.9,"Hybrid",NA,NA,"Van",4.4,1.4,4.2,4.5,3.3,7.6,2.1,7.4,7.8,7.9,0,0
"Chrysler",40630,"https://www.ccarprice.com/products/Chrysler_Pacifica_Touring_L_2023_1.jpg","Pacifica Touring L 2023","3.6-liter V6 Gas",287,262,"Automatic","all",7,4,4883,204.3,79.6,70.7,"Petrol",17,25,"Van",5.3,5.1,5.8,5.8,3.4,8,3,8.9,7.8,9,3.3,0
"Chrysler",44120,"https://www.ccarprice.com/products/Chrysler_Pacifica_Touring_L_AWD_2022.jpg","Pacifica Touring L AWD 2022","3.6-liter V6 Gas",287,262,"Automatic","all",7,4,4883,204.3,79.6,70.7,"Petrol",17,25,"Van",5.3,5.1,5.8,5.8,3.4,7.9,3,8.9,7.8,9,3.3,0
"Chrysler",37020,"https://www.ccarprice.com/products/Chrysler_Pacifica_Touring_2023.jpg","Pacifica Touring 2023","3.6L V6 Gas",287,262,"Automatic","front",7,4,4521,204.3,79.6,69.9,"Petrol",19,28,"Van",5.3,5.2,4.2,5.8,2,8.2,3.1,9,7.8,9,3.7,0
"Chrysler",40090,"https://www.ccarprice.com/products/Chrysler_Pacifica_Touring_AWD_2022.jpg","Pacifica Touring AWD 2022","3.6L V6 Gas",287,262,"Automatic","all",7,4,4883,204.3,79.6,70.7,"Petrol",17,25,"Van",5.3,5.1,5.8,5.8,3.4,8.1,3,8.9,7.8,9,3.3,0
"Chrysler",37090,"https://www.ccarprice.com/products/Chrysler_Pacifica_Touring_2022.jpg","Pacifica Touring 2022","3.6L V6 Gas",287,262,"Automatic","front",7,4,4521,204.3,79.6,69.9,"Petrol",19,28,"Van",5.3,5.2,4.2,5.8,2,8.2,3.1,9,7.8,9,3.7,0
"Chrysler",50000,"https://www.ccarprice.com/products/Chrysler_Airflow_2025.jpg","Airflow 2025","Electric",NA,NA,"Automatic","all",5,4,NA,NA,NA,NA,"Electric",70,0,"",5,0.2,2.6,2.8,1.6,7.6,3.4,0.6,1.2,2.3,5,0
"Chrysler",33540,"https://www.ccarprice.com/products/Chrysler_300_Touring_2023_1.jpg","300 Touring 2023","3.6-liter V6 Gas",292,260,"Automatic","rear",5,4,4267,198.6,75,58.5,"Petrol",18,27,"Sedan",6.6,5.4,4.9,5.7,6.2,8.4,4.8,9.6,5.6,9.2,3.6,0
"Chrysler",38990,"https://www.ccarprice.com/products/Chrysler_300_Touring_L_AWD_2023_1.jpg","300 Touring L AWD 2023","3.6-liter V6 Gas",292,260,"Automatic","all",5,4,4267,198.6,75,59.2,"Petrol",18,27,"Sedan",6.2,5.4,3.7,5.7,5.7,8.1,4.8,9.6,5.6,9.2,3.6,0
"Chrysler",36740,"https://www.ccarprice.com/products/Chrysler_300_Touring_L_2023_1.jpg","300 Touring L 2023","3.6-liter V6 Gas",292,260,"Automatic","rear",5,4,4013,198.6,75,58.5,"Petrol",19,30,"Sedan",6.2,5.6,4.9,5.7,6.3,8.2,4.9,9.7,5.6,9.2,3.9,0
"Chrysler",38420,"https://www.ccarprice.com/products/New_Chrysler_300_Touring_L_AWD_2023.jpg","300 Touring L AWD 2022","3.6-liter V6 Gas",292,260,"Automatic","all",5,4,4267,198.6,75,59.2,"Petrol",18,27,"Sedan",6.2,5.4,3.7,5.7,5.7,8.1,4.8,9.6,5.6,9.2,3.6,0
"Chrysler",53490,"https://www.ccarprice.com/products/Chrysler_Pacifica_Plug_in_Hybrid_Limited_2023.jpg","Pacifica Plug-in Hybrid Limited 2023","3.6L V6 Plug-in Hybrid",260,NA,"Automatic","front",7,5,5010,204.3,79.6,69.9,"Hybrid",NA,NA,"Van",3.8,1.4,4.2,4.5,3.3,7.4,2.1,7.4,7.8,7.9,0,0
"Chrysler",5250000,"https://www.ccarprice.com/products/Chrysler_Pacifica_Plug-in_Hybrid_Limited_2022.jpg","Pacifica Plug-in Hybrid Limited 2022","3.6L V6 Plug-in Hybrid",260,NA,"Automatic","front",7,5,5010,204.3,79.6,69.9,"Hybrid",NA,NA,"Van",3.8,1.4,4.2,4.5,3.3,0,2.1,7.4,7.8,7.9,0,0
"Chrysler",42150,"https://www.ccarprice.com/products/Chrysler_300S_2023.jpg","300S 2023","3.6L V6 Gas  5.7L Twincharged (+$4,000)",300,264,"Automatic","rear",5,4,4013,198.6,75,58.7,"Petrol",19,30,"Sedan",7.2,5.7,4.9,6.4,6.3,8,4.9,9.7,5.6,9.2,3.9,0
"Chrysler",47850,"https://www.ccarprice.com/products/Chrysler_Pacifica_Limited_2023.jpg","Pacifica Limited 2023","3.6L V6 Gas",287,262,"Automatic","all",7,5,4883,204.3,79.6,69.9,"Petrol",17,25,"Van",6.6,5.1,5.8,6.4,4.7,7.7,3,8.9,7.8,9,3.3,0
"Chrysler",51540,"https://www.ccarprice.com/products/Chrysler_Pacifica_Limited_AWD_2022.jpg","Pacifica Limited AWD 2022","3.6L V6 Gas",287,262,"Automatic","all",7,5,4883,204.3,79.6,69.9,"Petrol",17,25,"Van",6.6,5.1,5.8,6.4,4.7,7.5,3,8.9,7.8,9,3.3,0
"Chrysler",48750,"https://www.ccarprice.com/products/Chrysler_Pacifica_Limited_2022.jpg","Pacifica Limited 2022","3.6L V6 Gas",287,262,"Automatic","front",7,5,4521,204.3,79.6,69.9,"Petrol",19,28,"Van",6.6,5.2,4.2,6.4,3.4,7.6,3.1,9,7.8,9,3.7,0
"Chrysler",53980,"https://www.ccarprice.com/products/Chrysler_Pacifica_Pinnacle_AWD_2023.jpg","Pacifica Pinnacle 2023","3.6L V6 Gas",287,262,"Automatic","front",7,5,4883,204.3,79.6,70.7,"Petrol",17,25,"Van",6.2,5.1,4.3,6.1,2,7.4,3,8.9,7.8,9,3.3,0
"Chrysler",56000,"https://www.ccarprice.com/products/Chrysler_Pacifica_Pinnacle_AWD_2022.jpg","Pacifica Pinnacle AWD 2022","3.6L V6 Gas",287,262,"Automatic","all",7,5,4883,204.3,79.6,70.7,"Petrol",17,25,"Van",6.2,5.1,5.8,6.1,3.4,7.3,3,8.9,7.8,9,3.3,0
"Chrysler",53200,"https://www.ccarprice.com/products/Chrysler_Pacifica_Pinnacle_2022.jpg","Pacifica Pinnacle 2022","3.6L V6 Gas",287,262,"Automatic","front",7,5,4521,204.3,79.6,69.9,"Petrol",19,28,"Van",6.2,5.2,4.2,6.1,2,7.4,3.1,9,7.8,9,3.7,0
"Chrysler",56050,"https://www.ccarprice.com/products/Chrysler-Pacifica-Plug-in-Hybrid-Pinnacle-2022.jpg","Pacifica Plug-in Hybrid Pinnacle 2022","3.6L V6 Plug-in Hybrid",260,NA,"CVT","front",7,5,5010,204.3,79.6,69.9,"Hybrid",NA,NA,"Van",4.4,1.4,4.2,4.5,3.3,7.3,2.1,7.4,7.8,7.9,0,0
"Chrysler",47500,"https://www.ccarprice.com/products/Chrysler_Pacifica_Plug-in_Hybrid_Touring_L_2022.jpg","Pacifica Plug-in Hybrid Touring L 2022","3.6-liter V6 Plug-in Hybrid",260,NA,"CVT","front",7,5,5010,204.3,79.6,69.9,"Hybrid",NA,NA,"Van",4.4,1.4,4.2,4.5,3.3,7.7,2.1,7.4,7.8,7.9,0,0
"Chrysler",41570,"https://www.ccarprice.com/products/Chrysler_300S_2022.jpg","300S 2022","3.6L V6 Gas  5.7L Twincharged (+$4,000)",300,264,"Automatic","rear",5,4,4013,198.6,75,58.7,"Petrol",19,30,"Sedan",7.2,5.7,4.9,6.4,6.3,8,4.9,9.7,5.6,9.2,3.9,0
"Chrysler",47370,"https://www.ccarprice.com/products/Chrysler_Pacifica_Hybrid_Limited_2021_1.jpg","Pacifica Hybrid Limited 2022","3.6-liter V6 Plug-in Hybrid",260,NA,"Automatic","front",7,5,5010,204.3,79.6,69.9,"Hybrid",NA,NA,"Van",3.8,1.4,4.2,4.5,3.3,7.7,2.1,7.4,7.8,7.9,0,0
"Chrysler",43290,"https://www.ccarprice.com/products/Chrysler_Pacifica_Hybrid_Touring_L_2021.jpg","Pacifica Hybrid Touring L 2022","3.6-liter V6 Plug-in Hybrid",260,NA,"Automatic","front",7,5,5010,204.3,79.6,69.9,"Hybrid",NA,NA,"Van",3.8,1.4,4.2,4.5,3.3,7.9,2.1,7.4,7.8,7.9,0,0
"Chrysler",34240,"https://www.ccarprice.com/products/Chrysler_Voyager_LXI_2022.jpg","Voyager LXI 2022","3.6-liter V6 Gas",287,262,"Automatic","front",7,5,4330,203.8,79.6,69.9,"Petrol",19,28,"Van",5.3,5.3,4.2,5.1,3.5,8.4,3.1,9,7.8,9,3.7,0
"Chrysler",32110,"https://www.ccarprice.com/products/Chrysler_Voyager_LX_2022.jpg","Voyager LX 2022","3.6-liter V6 Gas",287,262,"Automatic","front",7,5,4330,203.8,79.6,69.9,"Petrol",19,28,"Van",5.3,5.3,4.2,5.1,3.5,8.5,3.1,9,7.8,9,3.7,0
"Chrysler",41990,"https://www.ccarprice.com/products/Chrysler_Pacifica_Hybrid_Touring_2021.jpg","Pacifica Hybrid Touring 2022","3.6-liter V6 Plug-in Hybrid",260,NA,"Automatic","front",7,5,5010,204.3,79.6,69.9,"Hybrid",NA,NA,"Van",3.8,1.4,4.2,4.5,3.3,8,2.1,7.4,7.8,7.9,0,0
"Chrysler",28930,"https://www.ccarprice.com/products/Chrysler_Voyager_L_2022.jpg","Voyager L 2022","3.6-liter V6 Gas",287,262,"Automatic","front",7,5,4330,203.8,79.6,69.9,"Petrol",19,28,"Van",5.3,5.3,4.2,5.1,3.5,8.6,3.1,9,7.8,9,3.7,0
"Chrysler",41120,"https://www.ccarprice.com/products/Chrysler_Pacifica_Touring_L_2022.jpg","Pacifica Touring L 2022","3.6-liter V6 Gas",287,262,"Automatic","front",7,4,4521,204.3,79.6,69.9,"Petrol",19,28,"Van",5.3,5.2,4.2,5.8,2,8,3.1,9,7.8,9,3.7,0
"Chrysler",36170,"https://www.ccarprice.com/products/New_Chrysler_300_Touring_L_2023.jpg","300 Touring L 2022","3.6-liter V6 Gas",292,260,"Automatic","rear",5,4,4013,198.6,75,58.5,"Petrol",19,30,"Sedan",6.2,5.6,4.9,5.7,6.3,8.3,4.9,9.7,5.6,9.2,3.9,0
"Chrysler",32610,"https://www.ccarprice.com/products/New_Chrysler_300_Touring_2023.jpg","300 Touring 2022","3.6-liter V6 Gas",292,260,"Automatic","rear",5,4,4013,198.6,75,58.5,"Petrol",19,30,"Sedan",6.6,5.6,4.9,5.7,6.3,8.4,4.9,9.7,5.6,9.2,3.9,0
"Aston Martin",158180,"https://www.ccarprice.com/products/Aston_Martin_Vantage_V12_Roadster_2022.jpg","Vantage V12 Roadster 2022","5.2L",690,542,"Automatic","rear",2,2,3957,177.7,78,50.1,"Petrol",18,24,"Convertible",5.9,10,5.7,5.1,9.7,2.1,5.1,8.6,1.6,7,3.3,0
"Aston Martin",298200,"https://www.ccarprice.com/products/AstonMartin_V12_Vantage_Coupe_2023.jpg","V12 Vantage 2023","5.2L Twin-Turbo V12 Gas",690,542,"Automatic","rear",2,2,3957,177.7,78,50.1,"Unknown",NA,NA,"Coupe",5.9,10,4.5,5.1,7.4,0,4.3,1.9,1.6,3.6,0,0
"Aston Martin",2160000,"https://www.ccarprice.com/products/AstonMartin_DBR22_2023.jpg","DBR22 2023","5.2-liter twin-turbo V12",705,555,"Automatic","rear",2,2,NA,178.1,78.3,47,"Petrol",14,22,"Convertible",5,8.9,4.1,4.3,6.9,0,5,5.7,1.5,5.6,2.9,0
"Aston Martin",298200,"https://www.ccarprice.com/products/AstonMartin_V12_Vantage_2022.jpg","V12 Vantage 2023","5.2L Twin-Turbo V12 Gas",690,555,"Automatic","rear",2,2,NA,NA,NA,NA,"Unknown",NA,NA,"Coupe",5.9,8.8,4.5,3,6.9,0,2,1.9,0.2,1.9,0,0
"Aston Martin",179800,"https://www.ccarprice.com/products/Aston_Martin_Vantage_Roadster_F1_Edition_Convertible_2022.jpg","Vantage Roadster F1 Edition Convertible 2022","4.0L Twin-Turbo V8 Gas",527,505,"Automatic","rear",2,2,4107,176.8,76.5,50.1,"Petrol",18,24,"Convertible",6.6,9.2,4.9,5.8,9,1,5.2,8.6,1.6,7,3.3,0
"Aston Martin",330600,"https://www.ccarprice.com/products/Aston_Martin_DBS_2023.jpg","DBS 2023","5.2L Twin-Turbo V12 Gas",715,663,"Automatic","rear",4,2,4068,185.5,77.5,50.4,"Petrol",14,22,"Coupe",6.6,10,5.3,5.5,9.7,0,4.9,8.5,2.2,7.1,2.9,0
"Aston Martin",179800,"https://www.ccarprice.com/products/Aston_Martin_Vantage_Roadster_F1_Edition_2023.jpg","Vantage Roadster F1 Edition 2023","4.0L Twin-Turbo V8 Gas",527,505,"Automatic","rear",2,2,NA,175.8,76.5,50.1,"Petrol",NA,NA,"Coupe",6.9,7.8,4.5,5.8,8.4,1,4.3,7.5,1.6,6.2,0,0
"Aston Martin",316300,"https://www.ccarprice.com/products/Aston_Martin_DBS_2022.jpg","DBS 2022","5.2L Twin Turbo V12 Gas",715,663,"Automatic","rear",4,2,4068,185.5,77.5,50.4,"Petrol",14,24,"Coupe",6.6,10,5.3,5.5,7.4,0,4.9,5.8,2.2,5.9,3,0
"Aston Martin",168500,"https://www.ccarprice.com/products/Aston_Martin_Vantage_F1_Edition_2023.jpg","Vantage F1 Edition 2023","4.0L Twin-Turbo V8 Gas",527,505,"Automatic","rear",2,2,NA,176.8,50.1,76.5,"Petrol",NA,NA,"Coupe",6.6,7.8,4.5,5.8,6.2,1.6,4.3,7.5,1.6,6.2,0,0
"Aston Martin",232500,"https://www.ccarprice.com/products/Aston_Martin_DB11_V12_2023_1.jpg","DB11 V12 2023","5.2L Twin Turbo V12 Gas",630,516,"Automatic","rear",4,2,4134,187,76.7,50.8,"Unknown",14,22,"Coupe",5.9,10,6.1,4.9,7.4,0,4.9,5.7,2.2,5.9,2.9,0
"Aston Martin",285600,"https://www.ccarprice.com/products/Aston_Martin_DB11_V8_2022.jpg","Vanquish Manual 2022","4.0L Twin-Turbo V8 Gas",503,513,"Automatic","rear",4,2,4134,186.6,76.7,51.2,"Petrol",18,24,"Coupe",6.6,9.1,5.5,5.7,8.9,0,5.1,8.6,2.2,7.3,3.3,0
"Aston Martin",450000,"https://www.ccarprice.com/products/Aston_Martin_Vanquish_Manual_2022.jpg","Vanquish Manual 2022","3.0L Twin-Turbo V6 Gas",595,630,"Manual","rear",2,2,3833,184.7,75.2,50.9,"Petrol",11,15,"Coupe",6.9,10,5.7,5.5,8.2,0,4.8,8.2,1.6,6.7,2,0
"Aston Martin",232000,"https://www.ccarprice.com/products/AstonMartin_DBX707_2022.jpg","DBX 707 2022","4.0L Twin-Turbo V8 Gas",697,663,"Automatic","all",5,4,4940,198.4,78.7,66.1,"Petrol",NA,NA,"SUV",7.2,9.7,7.2,6.9,7.4,0,3,6.9,6.3,7.4,0,0
"Aston Martin",185900,"https://www.ccarprice.com/products/Aston_Martin_DBX_V8_2023_1.jpg","DBX V8 2023","4.0L Twin-Turbo V8 Gas",542,516,"Automatic","all",5,4,4940,198.4,80.7,66.1,"Petrol",14,20,"SUV",5.9,8.7,7.4,5.9,7,0.699999999999999,3.7,7.9,6.3,8.2,2.7,0
"Aston Martin",176900,"https://www.ccarprice.com/products/AstonMartin_DBX_V8_2022.jpg","DBX V8 2022","4.0L Twin-Turbo V8 Gas",542,516,"Automatic","all",5,4,4940,198.4,78.7,66.1,"Petrol",14,20,"SUV",7.2,8.7,7.4,6.9,7,1.2,3.7,7.9,6.3,8.2,2.7,0
"Aston Martin",139000,"https://www.ccarprice.com/products/AstonMartin_Vantage_F1_Edition_2022.jpg","Vantage F1 Edition 2022","4.0L Twin-Turbo V8 Gas",527,505,"Automatic","rear",2,2,NA,175.8,76.5,50.1,"Petrol",NA,NA,"Coupe",6.9,7.8,4.5,5.8,8.4,3.1,4.3,7.5,1.6,6.2,0,0
"Aston Martin",334700,"https://www.ccarprice.com/products/AstonMartin_DBS_Volante_RWD_2022.jpg","DBS Volante RWD 2022","5.2L Twin-Turbo V12 Gas",715,663,"Automatic","rear",4,2,4107,185.5,77.5,51,"Petrol",14,22,"Convertible",5.6,10,4.9,5.2,9.7,0,4.9,8.5,2.2,7.1,2.9,0
"Aston Martin",217000,"https://www.ccarprice.com/products/Aston_Martin_DB11_V8_Coupe_2023.jpg","DB11 V8 Coupe 2023","4.0L Twin-Turbo V8 Gas",528,513,"Automatic","rear",4,2,3880,186.6,76.7,50.8,"Petrol",18,24,"Coupe",6.2,9.6,4.5,5.5,9.1,0,5.1,8.6,2.2,7.3,3.3,0
"Aston Martin",233200,"https://www.ccarprice.com/products/Aston_Martin_DB11_V8_Volante_2023.jpg","DB11 V8 Volante 2023","4.0L Twin-Turbo V8 Gas",528,513,"Automatic","rear",4,2,4134,186.6,76.7,51.2,"Petrol",18,24,"Convertible",6.2,9.2,4.1,5.7,9,0,5.1,8.6,2.2,7.3,3.3,0
"Aston Martin",220900,"https://www.ccarprice.com/products/AstonMartin_DB11_V8_Volante_2022.jpg","DB11 V8 Volante 2022","4.0L Twin-Turbo V8 Gas",528,513,"Automatic","rear",4,2,4134,186.6,76.7,51.2,"Petrol",18,24,"Convertible",6.6,9.2,4.1,5.7,9,0,5.1,8.6,2.2,7.3,3.3,0
"Aston Martin",155100,"https://www.ccarprice.com/products/Aston_Martin_Vantage_Roadster_2023.jpg","Vantage Roadster 2023","4.0L Twin-Turbo V8 Gas",503,505,"Automatic","rear",2,2,3847,175.8,76.5,50.1,"Petrol",18,24,"Convertible",5.6,9.3,4.1,5.1,9.1,2.3,5.2,8.6,1.6,7,3.3,0
"Aston Martin",147000,"https://www.ccarprice.com/products/AstonMartin_Vantage_Roadster_2022.jpg","Vantage Roadster 2022","4.0L Twin-Turbo V8 Gas",503,505,"Automatic","rear",2,2,NA,175.8,76.5,50.1,"Petrol",18,24,"Convertible",6.9,7.7,4.1,5.8,8.3,2.7,5.2,8.6,1.6,7,3.3,0
"Aston Martin",179800,"https://www.ccarprice.com/products/Aston_Martin_Vantage_Roadster_F1_Edition_2022.jpg","Vantage Roadster F1 Edition 2022","4.0L Twin-Turbo V8 Gas",527,505,"Automatic","rear",2,2,NA,175.8,76.5,50.1,"Petrol",NA,NA,"Coupe",6.9,7.8,4.5,5.8,8.4,1,4.3,7.5,1.6,6.2,0,0
"Aston Martin",143900,"https://www.ccarprice.com/products/AstonMartin_Vantage_Coupe_2023.jpg","Vantage Coupe 2023","4.0L Twin-Turbo V8 Gas",503,505,"Automatic","rear",2,2,NA,175.8,76.5,50.1,"Petrol",18,24,"Coupe",5,7.7,4.5,4.1,8.3,2.8,5.2,8.6,1.6,7,3.3,0
"Aston Martin",245900,"https://www.ccarprice.com/products/AstonMartin_DB11_AMR_2022_1.jpg","DB11 AMR RWD 2022","5.2L Twin-Turbo V12 Gas",630,516,"Automatic","rear",4,2,4134,186.6,76.7,50.8,"Petrol",15,22,"Coupe",6.6,10,4.5,5.5,9.7,0,4.9,8.5,2.2,7.1,2.9,0
"Aston Martin",205600,"https://www.ccarprice.com/products/AstonMartin_DB11_V8_Coupe_2022.jpg","DB11 V8 Coupe 2022","4.0L Twin-Turbo V8 Gas",528,513,"Automatic","rear",4,2,3880,186.6,76.7,50.8,"Petrol",18,24,"Coupe",6.6,9.6,4.5,5.5,9.1,0,5.1,8.6,2.2,7.3,3.3,0
"Aston Martin",330600,"https://www.ccarprice.com/products/AstonMartin_DBS_Coupe_2023.jpg","DBS Coupe 2023","5.2-liter Twin-Turbo V12 Gas",715,663,"Automatic","rear",4,2,4068,185.5,77.5,50.4,"Petrol",14,22,"Coupe",6.2,10,5.3,4.9,9.7,0,4.9,8.5,2.2,7.1,2.9,0
"Aston Martin",349800,"https://www.ccarprice.com/products/Martin_DBS_Volante_2023.jpg","Martin DBS Volante 2023","5.2-liter Twin-Turbo V12 Gas",715,663,"Automatic","rear",4,2,4107,185.5,77.5,50,"Petrol",14,22,"Convertible",5.9,10,4.9,4.9,9.7,0,4.9,8.5,2.2,7.1,2.9,0
"Aston Martin",245900,"https://www.ccarprice.com/products/AstonMartin_DB11_AMR_2022.jpg","DB11 AMR 2022","5.2L Twin-Turbo V12 Gas",630,516,"Automatic","rear",4,2,4134,186.6,76.8,50.8,"Petrol",15,22,"Coupe",5,10,4.5,4.5,9.7,0,4.9,8.5,2.2,7.1,2.9,0
"Aston Martin",316300,"https://www.ccarprice.com/products/AstonMartin_DBS_Coupe_2022.jpg","DBS Coupe 2022","5.2L Twin-Turbo V12 Gas",715,663,"Automatic","rear",4,2,4068,185.5,77.5,50.4,"Petrol",14,22,"Coupe",5.6,10,5.3,5.2,9.7,0,4.9,8.5,2.2,7.1,2.9,0
"Aston Martin",334700,"https://www.ccarprice.com/products/AstonMartin_DBS_Volante_2022_1.jpg","DBS Volante 2022","5.2L Twin-Turbo V12 Gas",715,663,"Automatic","rear",4,2,4107,185.5,77.5,51,"Petrol",14,22,"Convertible",5.6,10,4.9,5.2,9.7,0,4.9,8.5,2.2,7.1,2.9,0
"Aston Martin",3250000,"https://www.ccarprice.com/products/AstonMartin_Valkyrie_Spider_2022.jpg","Valkyrie Spider 2022","6.5L V12 Hybrid",1160,663,"Automatic","rear",2,2,NA,NA,NA,NA,"Petrol",NA,NA,"Coupe",2.5,10,4.5,0.6,10,0,2,4.7,0.2,3.2,0,0
"Aston Martin",176900,"https://www.ccarprice.com/products/AstonMartin_DBX_AWD_2022_1.jpg","DBX AWD 2022","4.0-liter Twin-Turbo V8 Gas",542,516,"Automatic","all",5,4,4940,198.4,78.7,66.1,"Petrol",14,18,"SUV",7.2,8.7,7.4,6.9,7,1.2,3.7,7.8,6.3,8.1,2.5,0
